name,street,zip_code,city
ludgerus-kliniken münster gmbh-standort clemenshospital,düesbergweg 124,48153,münster
kliniken des main-taunus-kreises gmbh,kronberger straße 36,65812,bad
shg-kliniken völklingen,richardstraße 5-9,66333,völklingen
sankt gertrauden-krankenhaus gmbh,paretzer straße 12,10713,berlin
"harzklinikum dorothea christiane erxleben, standort quedlinburg",ditfurter weg 24,06484,quedlinburg
kerckhoff-klinik gmbh,benekestr. 2 - 8,61231,bad
st. marien-hospital ggmbh,hospitalstr. 44,52353,düren-birkesdorf
zentralinstitut für seelische gesundheit (zi),quadrat j5 1,68159,mannheim
klinikum konstanz,mainaustraße 35,78464,konstanz
st. anna hospital herne,hospitalstr. 19,44649,herne
klinikum mittelbaden baden-baden balg,balger straße 50,76532,baden-baden
srh krankenhaus sigmaringen,hohenzollernstrasse 40,72488,sigmaringen
klinikum fürstenfeldbruck,dachauer str. 33,82256,fürstenfeldbruck
luisenhospital aachen,boxgraben 99,52064,aachen
lwl-klinik münster,friedrich-wilhelm-weber-straße 30,48147,münster
ammerland-klinik westerstede,lange straße 38,26655,westerstede
kliniken sindelfingen,arthur-gruber-straße 70,71065,sindelfingen
eka erzgebirgsklinikum annaberg ggmbh,chemnitzer straße 15,09456,annaberg-buchholz
malteser krankenhaus seliger gerhard bonn/rhein-sieg,von-hompesch-str. 1,53123,bonn
alb-donau klinikum ehingen,spitalstrasse 29,89584,ehingen
alb-donau klinikum blaubeuren,ulmer strasse 26,89143,blaubeuren
alb-donau klinikum langenau,karlstrasse 45,89129,langenau
st. elisabeth-krankenhaus leipzig,biedermannstraße 84,04277,leipzig
knappschaftskrankenhaus bottrop gmbh,osterfelder straße  157,46242,bottrop
klinikum emden - hans-susemihl-krankenhaus ggmbh,bolardusstraße 20,26721,emden
schön klinik roseneck se &amp; co. kg,am roseneck 6,83209,prien
lvr-klinik bedburg-hau,bahnstr. 6,47551,bedburg-hau
st. ansgar krankenhaus höxter,brenkhäuser str. 71,37671,höxter
klinikum friedrichshafen gmbh,röntgenstr. 2,88048,friedrichshafen
kliniken erlabrunn ggmbh,am märzenberg 1 a,08359,breitenbrunn
kreiskrankenhaus prignitz gemeinnützige gmbh,dobberziner straße  112,19348,perleberg
bundeswehrkrankenhaus berlin,scharnhorststraße 13,10115,berlin
helios klinikum gotha,heliosstraße 1,99867,gotha
sankt elisabeth hospital gmbh,stadtring kattenstroth 130,33332,gütersloh
kkh-mzg,trierer straße 148,66663,merzig
agaplesion bethesda krankenhaus wuppertal gemeinnützige gmbh,hainstrasse 35,42109,wuppertal
kreisklinik groß-umstadt,krankenhausstr. 11,64823,groß-umstadt
marienhaus klinikum hetzelstift,stiftstraße 10,67434,neustadt
lwl-klinik hemer- hans-prinzhorn klinik,frönsberger straße 71,58657,hemer
helios klinikum siegburg,ringstraße 49,53721,siegburg
alexianer st. joseph-krankenhaus berlin-weißensee,gartenstr. 1,13088,berlin
anregiomed klinikum ansbach,escherichstraße 1,91522,ansbach
sächsisches krankenhaus arnsdorf,hufelandstraße 15,01477,arnsdorf
evangelisches krankenhaus duisburg nord,fahrner straße 133-135,47169,duisburg
st. josef-stift sendenhorst,westtor 7,48324,sendenhorst
schlosspark-klinik,heubnerweg 2,14059,berlin
städtisches klinikum dresden - standort neustadt/trachau,industriestrasse 40,01129,dresden
johanniter gmbh johanniter-krankenhaus treuenbrietzen,johanniterstraße 1,14929,treuenbrietzen
gemeinschaftskrankenhaus havelhöhe,kladower damm 221,14089,berlin
johanniter krankenhaus oberhausen,steinbrinkstraße 96a,46145,oberhausen
evangelisches krankenhaus wesel,schermbecker landstraße  88,46485,wesel
st. marien-hospital mülheim an der ruhr gmbh,kaiserstraße 50,45468,mülheim
st. bernhard-hospital kamp-lintfort gmbh,bürgermeister-schmelzing-straße 90,47475,kamp-lintfort
"elblandkliniken stiftung &amp;amp; co. kg, elblandklinikum meißen",nassauweg 7,01662,meißen
karl-olga-krankenhaus gmbh,hackstraße 61,70190,stuttgart
nordwest-krankenhaus sanderbusch ggmbh,am gut sanderbusch 1,26452,sande
fürst-stirum-klinik bruchsal,gutleutstraße 1-14,76646,bruchsal
städtisches krankenhaus eisenhüttenstadt gmbh,friedrich-engels-straße 39,15890,eisenhüttenstadt
städtisches krankenhaus eisenhüttenstadt gmbh,dr.-ayrer-straße 1-4,03172,guben
städtisches krankenhaus eisenhüttenstadt gmbh,schützenstraße 28b,15848,beeskow
klinikum freising gmbh,alois-steinecker-straße 18,85354,freising
diakonissenkrankenhaus karlsruhe-rüppurr,diakonissenstraße 28,76199,karlsruhe
bethesda krankenhaus bergedorf ggmbh,glindersweg 80,21029,hamburg
st. barbara-klinik hamm-heessen,am heessener wald 1,59073,hamm
st. vincenz-krankenhaus,rottstraße 11,45711,datteln
krankenhaus reinbek st. adolf-stift gmbh,hamburger straße 41,21465,reinbek
klinikum leer ggmbh,augustenstraße 35 - 37,26789,leer
krankenhaus agatharied gmbh,norbert-kerkel-platz 1,83734,hausham
johanniter gmbh - ev. krankenhaus bethesda mönchengladbach,ludwig-weber-str. 15,41061,mönchengladbach
psychiatrisches krankenhaus rickling,daldorfer straße 2,24635,rickling
krh klinikum robert koch gehrden,von-reden-straße 1,30989,gehrden
martin gropius krankenhaus gmbh,oderberger straße 8,16225,eberswalde
krankenhaus landshut-achdorf,achdorfer weg 3,84036,landshut
herz-jesu-krankenhaus hiltrup gmbh,westfalenstr. 109,48165,münster
helios fachkliniken hildburghausen,eisfelder straße 41,98646,hildburghausen
marien hospital witten,marienplatz 2,58452,witten
"elblandkliniken stiftung &amp;amp; co. kg, elblandklinikum radebeul",heinrich-zille-straße 13,01445,radebeul
vinzenzkrankenhaus hannover,lange-feld-strasse 31,30559,hannover
"dr. fontheim, klinik für psychiatrie, psychotherapie und psychosomatik",lindenstraße 15,38704,liebenburg
helios klinikum gifhorn gmbh,campus 6,38518,gifhorn
duisburg,großenbaumer allee 250,47249,duisburg
sana klinikum biberach,ziegelhausstraße 50,88400,biberach
krankenhaus freudenstadt,karl-von-hahn-straße 120,72250,freudenstadt
st. barbara-hospital,barbarastraße 1,45964,gladbeck
katholisches-karl-leisner-klinikum ggmbh standort st.-antonius-hospital,albersallee 5-7,47533,kleve
kwm juliusspital würzburg,juliuspromenade 19,97070,würzburg
krankenhaus schlüchtern,kurfürstenstr. 17,36381,schlüchtern
malteser krankenhaus st. franziskus-hospital,waldstraße 17,24939,flensburg
st. elisabeth krankenhaus wittlich,koblenzer straße 91,54516,wittlich
malteser krankenhaus st. anna,albertus-magnus straße  33,47259,duisburg
bg klinik tübingen,schnarrenbergstr. 95,72076,tübingen
katharinen-hospital - ggmbh,obere husemannstrasse 2,59423,unna
kreiskrankenhaus freiberg,donatsring 20,09599,freiberg
bürgerhospital und clementine kinderhospital ggmbh standort: bürgerhospital frankfurt,nibelungenallee 37-41,60318,frankfurt
st. marien-hospital borken,am boltenhof 7,46325,borken
bergmannsheil und kinderklinik buer gmbh,schernerweg 4,45894,gelsenkirchen
klinik hohe warte,hohe warte 8,95445,bayreuth
evangelische stiftung tannenhof,remscheider str. 76,42899,remscheid
kliniken böblingen,bunsenstraße 120,71032,böblingen
park-klinik weißensee,schönstraße 80,13086,berlin
asklepios kliniken schildautal,karl-herold-straße 1,38723,seesen
alexius/josef krankenhaus,nordkanalallee 99,41464,neuss
sächsisches krankenhaus altscherbitz,leipziger straße 59,04435,schkeuditz
kliniken im theodor-wenzel-werk,potsdamer chaussee 69,14129,berlin
medius klinik nürtingen,auf dem säer 1,72622,nürtingen
ameos klinikum halberstadt,gleimstraße 5,38820,halberstadt
kliniken des landkreises lörrach gmbh kreiskrankenhaus lörrach,spitalstraße  25,79539,lörrach
jüdisches krankenhaus berlin - stiftung des bürgerlichen rechts,heinz-galinski-straße 1,13347,berlin
"elblandkliniken stiftung &amp;amp; co. kg, elblandklinikum riesa",weinbergstraße 8,01589,riesa
gesundheitszentrum odenwaldkreis gmbh,albert-schweitzer-str. 10-20,64711,erbach
kreisklinik ebersberg gemeinnützige gmbh,pfarrer-guggetzer-straße 3,85560,ebersberg
evangelisches krankenhaus lippstadt,wiedenbrücker straße 33,59555,lippstadt
ev. amalie sieveking - krankenhaus,haselkamp 33,22359,hamburg
schön klinik neustadt,am kiebitzberg 10,23730,neustadt
bg klinik ludwigshafen,ludwig-guttmann-straße 13,67071,ludwighafen
"helios fachklinik, klinik für erwachsenenpsychiatrie und psychosomatische medizin",st. jürgener str. 5a,24837,schleswig
"bezirkskrankenhaus augsburg, klinik für psychiatrie, psychotherapie und psychosomatik",dr.-mack-str. 1,86156,augsburg
"hufeland klinikum gmbh, standort mühlhausen",langensalzaer landstraße 1,99974,mühlhausen
"christophorus kliniken coesfeld – dülmen – nottuln, standort coesfeld",südring 41,48653,coesfeld
helios klinik schleswig gmbh,st. jürgener straße 1-3,24837,schleswig
evangelisches krankenhaus kalk ggmbh,buchforststr. 2,51103,köln
st. marien-hospital hamm gem. gmbh,knappenstrasse 19,59071,hamm
"harzklinikum dorothea christiane erxleben, standort wernigerode",ilsenburger straße 15,38855,wernigerode
"gfo kliniken troisdorf, betriebsstätte st. josef troisdorf",hospitalstraße  45,53840,troisdorf
evangelisches krankenhaus unna,holbeinstr. 10,59423,unna
st. vinzenz-krankenhaus,schloßstr. 85,40477,düsseldorf
johanniter gmbh - johanniter krankenhaus bonn,johanniterstr. 3-5,53113,bonn
herz-jesu-krankenhaus ggmbh,buttlarstraße 74,36039,fulda
kwm missioklinik würzburg,salvatorstr. 7,97074,würzburg
schön klinik bad bramstedt,birkenweg 10,24576,bad
lvr-klinikum essen,virchowstraße 174,45147,essen
alfried krupp krankenhaus steele,hellweg 100,45276,essen
kreiskrankenhaus waldbröl,dr. -goldenbogen-straße 10,51545,waldbröl
vinzentius-krankenhaus landau,cornichonstraße 4,76829,landau
drk-kliniken nordhessen gemeinnützige gmbh standort wehlheiden,hansteinstraße 29,34121,kassel
rudolf virchow klinikum glauchau,virchowstraße 18,08371,glauchau
haus zschopau,alte marienberger str. 52,09405,zschopau
agaplesion diakonie kliniken kassel,herkulesstraße 34,34119,kassel
werner wicker klinik - orthopädisches schwerpunktklinikum werner wicker gmbh &amp;amp; co. kg,im kreuzfeld 4,34537,bad
bezirkskrankenhaus bayreuth,nordring 2,95445,bayreuth
klinikumstadtsoest ggmbh,senator-schwartz-ring 8,59494,soest
allgemeines krankenhaus viersen gmbh,hoserkirchweg 63,41747,viersen
stadtklinik frankenthal,elsa-brändström-straße 1,67227,frankenthal
asklepios paulinen klinik wiesbaden,geisenheimer straße 10,65197,wiesbaden
ameos klinikum st. clemens oberhausen,wilhelmstraße 34,46145,oberhausen
gfo kliniken bonn - betriebstätte st. marien-hospital,robert-koch-strasse 1,53115,bonn
klinikum starnberg,oßwaldstr. 1,82319,starnberg
"havelland kliniken gmbh, klinik nauen",ketziner straße 21,14641,nauen
petrus-krankenhaus,carnaper straße 48,42283,wuppertal
st. marienhospital vechta,marienstraße 6-8,49377,vechta
st. vinzenz-hospital,merheimer str. 221-223,50733,köln
evangelisches krankenhaus herne - standort herne-mitte,wiescherstrasse 24,44623,herne
"krankenhaus neuwerk ""maria von den aposteln"" ggmbh",dünner straße 214-216,41066,mönchengladbach
marien-krankenhaus,dr. robert-koch-str. 18,51465,bergisch
thoraxklinik heidelberg,röntgenstraße 1,69126,heidelberg
helios klinikum uelzen gmbh,hagenskamp 34,29525,uelzen
st. elisabeth-hospital herten,im schloßpark 12,45699,herten
marienhospital bottrop ggmbh,josef-albers-str. 70,46236,bottrop
marienhospital aachen,zeise 4,52066,aachen
diakonie klinikum neunkirchen gemeinnützige gmbh,brunnenstraße 20,66538,neunkirchen
"klinikum bielefeld, standort rosenhöhe",an der rosenhöhe 27,33647,bielefeld
rheinland klinikum grevenbroich elisabethkrankenhaus,von-werth-straße 5,41515,grevenbroich
bundeswehrkrankenhaus hamburg,lesserstraße 180,22049,hamburg
krankenhaus maria hilf,dahlienweg 3-5,53474,bad
helios klinik für kinder- und jugendpsychiatrie und -psychotherapie sowie tagesklinik baumhaus schleswig,friedrich-ebert-straße 5,24837,schleswig
paul gerhardt diakonie krankenhaus und pflege gmbh,paul-gerhardt-straße 42-45,06886,lutherstadt
salus ggmbh fachklinikum uchtspringe,emil-kraepelin-straße 6,39576,hansestadt
zentrum für psychiatrie reichenau,feursteinstrasse 55,78479,reichenau
st.-clemens-hospital geldern,clemensstraße 6,47608,geldern
hospital zum heiligen geist,lange straße 4 - 6,60311,frankfurt
vitos klinikum herborn,austraße 40,35745,herborn
klinikum hochrhein,kaiserstraße 93-101,79761,waldshut-tiengen
rotes kreuz krankenhaus bremen ggmbh,st.-pauli-deich 24,28199,bremen
st. vinzenz-krankenhaus hanau,am frankfurter tor 25,63450,hanau
zfp südwürttemberg weissenau,weingarthofer strasse 2,88214,ravensburg
medizinisches zentrum lahnhöhe am mittelrhein,am kurpark 1,56112,lahnstein
asklepios klinik weißenfels,naumburger straße 76,06667,weißenfels
klinikum niederlausitz gmbh,krankenhausstraße  10,01968,senftenberg
drk krankenhaus neuwied,marktstraße 104,56564,neuwied
katholische hospitalvereinigung ostwestfalen gem. gmbh,kiskerstr. 26,33615,bielefeld
caritas-krankenhaus st. josef,landshuter straße 65,93053,regensburg
st. franziskus-hospital,schönsteinstr. 63,50825,köln
krankenhaus der augustinerinnen,jakobstr. 27-31,50678,köln
st. elisabeth-krankenhaus dorsten,pfarrer-wilhelm-schmitz-straße 1,46282,dorsten
st. lukas klinik,schwanenstraße 132,42697,solingen
zeisigwaldkliniken bethanien chemnitz,zeisigwaldstraße 101,09130,chemnitz
regio kliniken gmbh - klinikum pinneberg,fahltskamp 74,25421,pinneberg
"bkh lohr, kh für psychiatrie, psychotherapie und psychosomatische medizin",am sommerberg 21,97816,lohr
kjf klinik sankt elisabeth,müller-gnadenegg-weg 4,86633,neuburg
krankenhaus st. marienwörth,mühlenstraße 39,55543,bad
helios klinik attendorn,hohler weg 9,57439,attendorn
nardini klinikum st. elisabeth zweibrücken,kaiserstrasse 14,66482,zweibrücken
helios klinikum salzgitter gmbh,kattowitzer str. 191,38226,salzgitter
universitäts-herzzentrum freiburg • bad krozingen gmbh,südring 15,79189,bad
dreifaltigkeits-hospital,klosterstraße 31,59555,lippstadt
grn-klinik schwetzingen,bodelschwinghstraße 10,68723,schwetzingen
helios kliniken mittelweser,ziegelkampstraße 39,31582,nienburg
rheinland klinikum dormagen,dr.-geldmacher-straße 20,41540,dormagen
sankt katharinen-krankenhaus gmbh,seckbacher landstraße 65,60389,frankfurt
vitos klinikum riedstadt standort riedstadt,philippsanlage 101,64560,riedstadt
st.-josefs-hospital dortmund-hörde (einrichtung des st. lukas klinikums),wilhelm-schmidstr. 4 wilhelm-schmidstr. 4,44263,dortmund
srh klinikum zeitz,lindenallee 1,06712,zeitz
sächsisches krankenhaus rodewisch,bahnhofstraße 1,08228,rodewisch
evangelisches krankenhaus dinslaken,kreuzstraße 28,46535,dinslaken
heilig geist-krankenhaus,graseggerstr. 105,50737,köln
krankenhaus buchholz,steinbecker straße 44,21244,buchholz
"knappschaftskrankenhaus lütgendortmund, klinikum westfalen gmbh",volksgartenstraße 40,44388,dortmund
evangelisches krankenhaus alsterdorf gemeinnützige gmbh,elisabeth-flügge-straße 1,22337,hamburg
st. rochus-hospital telgte,am rochus-hospital 1,48291,telgte
klinikum obergöltzsch rodewisch,stiftstraße 10,08228,rodewisch
"knappschaftsklinikum saar gmbh, krankenhaus sulzbach",an der klinik 10,66280,sulzbach
malteser waldkrankenhaus st. marien,rathsberger straße 57,91054,erlangen
krankenhaus martha-maria nürnberg,stadenstraße 58,90491,nürnberg
"krankenhaus für psychiatrie, psychotherapie und psychosomatische medizin",balthasar-neumann-platz 1,97440,werneck
schön klinik bad arolsen,hofgarten 10,34454,bad
stadtkrankenhaus delmenhorst gmbh,wildeshauser straße 92,27753,delmenhorst
kreiskrankenhaus greiz gmbh,wichmannstr. 12,07973,greiz
st. augustinus krankenhaus ggmbh,renkerstraße 45,52355,düren
klinikum landkreis erding,bajuwarenstraße 5,85435,erding
niels-stensen-kliniken franziskus-hospital harderberg,alte rothenfelder straße 23,49124,georgsmarienhütte
kreisklinik bad reichenhall,riedelstr. 5,83435,bad
"klinikum vest gmbh, paracelsus-klinik marl",lipper weg 11,45770,marl
klinik hallerwiese-cnopfsche kinderklinik,st.-johannis-mühlgasse 19,90419,nürnberg
klinikum wahrendorff,rudolf-wahrendorff-str. 22,31319,sehnde
"ubbo-emmius-klinik ggmbh, ostfriesisches krankenhaus, klinik aurich",wallinghausener str. 8 - 12,26603,aurich
städtisches klinikum wolfenbüttel ggmbh,alter weg 80,38302,wolfenbüttel
st josefskrankenhaus (rkk) freiburg,sautierstr. 1,79104,freiburg
marienkrankenhaus st. wendel,am hirschberg 1,66606,st.
johanniter-krankenhaus rheinhausen gmbh,kreuzacker 1-7,47228,duisburg
helios frankenwaldklinik kronach,friesener straße 41,96317,kronach
zentrum für integrative psychiatrie - zip ggmbh,niemannsweg 147,24105,kiel
lukas-krankenhaus bünde,hindenburgstraße 56,32257,bünde
marien-hospital marl,hervester straße 57,45768,marl
ev. krankenhaus witten ggmbh,pferdebachstraße 27,58455,witten
katholisches krankenhaus hagen gem. gmbh -st. johannes-hospital-,hospitalstrasse 6-10,58099,hagen
medius klinik ostfildern-ruit,hedelfinger str. 166,73760,ostfildern
rotkreuzklinikum münchen,nymphenburger straße 163,80634,münchen
"helios weißeritztal kliniken, klinikum freital",bürgerstraße 7,01705,freital
johanniter gmbh - waldkrankenhaus bonn,waldstr. 73,53177,bonn
drk krankenhaus kirchen,bahnhofstraße 24,57548,kirchen
lwl-klinik lengerich,parkallee 10,49525,lengerich
"sana kliniken düsseldorf, standort gerresheim",gräulinger str. 120,40625,düsseldorf
"kliniken landkreis diepholz ggmbh, klinik bassum",marie-hackfeld-straße 6,27211,bassum
asklepios klinik seligenstadt,dudenhöfer straße 9,63500,seligenstadt
ketteler krankenhaus ggmbh,lichtenplattenweg 85 85,63071,offenbach
bezirksklinikum obermain,kutzenberg 19,96250,ebensfeld
schön klinik vogtareuth,krankenhausstraße 20,83569,vogtareuth
"salus ggmbh, fachklinikum bernburg",olga-benario straße 16-18,06406,bernburg
klinikum oberlausitzer bergland gemeinnützige gmbh,görlitzer straße 8,02763,zittau
regiomed klinikum lichtenfels,professor-arneth-straße 2b,96215,lichtenfels
marien hospital papenburg aschendorf ggmbh,hauptkanal rechts 74-75,26871,papenburg
rottal-inn kliniken kommunalunternehmen (ku),simonsöder allee 20,84307,eggenfelden
krankenhaus rummelsberg,rummelsberg 71,90592,schwarzenbruck
kreiskliniken des landkreises mühldorf a. inn gmbh - klinik mühldorf,krankenhausstr. 1,84453,mühldorf
helios klinik rottweil,krankenhausstraße 30,78628,rottweil
klinikum peine ggmbh,virchowstraße 8h,31226,peine
st. anna-virngrund-klinik,dalkinger straße 8-12,73479,ellwangen
"ubbo-emmius-klinik ggmbh, ostfriesisches krankenhaus, klinik norden",osterstr.  110,26506,norden
paracelsus-klinik adorf/schöneck -standort schöneck-,albertplatz 1,08261,schöneck
paracelsus-klinik adorf/schöneck -standort adorf -,sorger straße 51,08626,adorf
st. marien-krankenhaus berlin,gallwitzallee 123-143,12249,berlin
herzzentrum duisburg,gerrickstraße 21,47137,duisburg
lwl-klinik für psychiatrie und psychotherapie warstein,franz-hegemann-straße 23,59581,warstein
kinder- und jugendkrankenhaus auf der bult,janusz-korczak-allee 12,30173,hannover
krh klinikum neustadt am rübenberge,lindenstraße  75,31535,neustadt
krankenhaus st. josef,ludwigstraße 1,97421,schweinfurt
helios klinik hettstedt,robert-koch-straße 8,06333,hettstedt
klinikum westmünsterland st. marien- krankenhaus ahaus,wüllener straße 101,48683,ahaus
st. willibrord-spital emmerich-rees ggmbh,willibrordstraße 9,46446,emmerich
asklepios stadtklinik bad tölz,schützenstraße 15,83646,bad
kreisklinik roth,weinbergweg 14,91154,roth
klinikum in den pfeifferschen stiftungen,pfeifferstraße 10,39114,magdeburg
asklepios harzklinik goslar,kösliner straße 12,38642,goslar
helios klinik sangerhausen,am beinschuh 2a,06526,sangerhausen
klinikum hochsauerland standort karolinen-hospital hüsten,stolte ley 5,59759,arnsberg
achenbach krankenhaus königs wusterhausen,köpenicker strasse 29,15711,königs
krankenhaus st. barbara,steinberger straße 24,92421,schwandorf
helios klinik erlenbach,krankenhausstr. 45,63906,erlenbach
malteser krankenhaus st. johannes-stift,johannisstr.  21,47198,duisburg
marienkrankenhaus schwerte,goethestraße 19,58239,schwerte
hunsrück klinik kreuznacher diakonie,holzbacher straße 1,55469,simmern
st. antonius-hospital gronau gmbh,möllenweg 22,48599,gronau
ev. krankenhaus hagen-haspe,brusebrinkstraße 20,58135,hagen
katholische kliniken ruhrhalbinsel (st. josef-krankenhaus kupferdreh),heidbergweg 22-24,45257,essen
marienkrankenhaus ggmbh,widumgasse 5,59494,soest
katholische kliniken oberberg ggmbh,wohlandstraße 30,51766,engelskirchen
shg-kliniken sonnenberg,sonnenbergstr. 10,66119,saarbrücken
helios st. marienberg klinik helmstedt,conringstraße 26,38350,helmstedt
klinikum fichtelgebirge ggmbh - haus marktredwitz,schillerhain 1-8,95615,marktredwitz
kreiskrankenhaus emmendingen,gartenstraße 44,79312,emmendingen
katholisches krankenhaus dortmund-west (einrichtung des st. lukas klinikums),zollernstr. 40,44379,dortmund
bethlehem gesundheitszentrum stolberg,steinfeldstraße 5,52222,stolberg
"klinikum nordfriesland ggmbh, klinik husum",erichsenweg 16,25813,husum
vitos klinikum gießen-marburg / standort gießen,licher straße 106,35394,gießen
sana kliniken sommerfeld,waldhausstrasse 44,16766,kremmen
helios st. josefshospital uerdingen,kurfürstenstraße 69,47829,krefeld
ludgerus-kliniken münster gmbh-standort raphaelsklinik,loerstraße 23,48143,münster
dill kliniken,rotebergstraße 2,35683,dillenburg
st. franziskus-hospital ahlen,robert-koch-straße 55,59227,ahlen
klinikum mittelbaden rastatt,engelstraße 39,76437,rastatt
sportklinik hellersen,paulmannshöher straße 17,58515,lüdenscheid
"martin luther krankenhaus, berlin",caspar-theyß-straße 27-31,14193,berlin
immanuel klinikum bernau herzzentrum brandenburg,ladeburger straße 17,16321,bernau
krankenhaus freyung,krankenhausstraße 6,94078,freyung
st. theresien-krankenhaus nürnberg ggmbh,mommsenstraße 24,90491,nürnberg
nardini klinikum st. johannis,nardinistr. 30,66849,landstuhl
drk kliniken berlin mitte,drontheimer straße 39-40,13359,berlin
st. marien-hospital hamm gem. gmbh,nassauerstraße 13-19,59065,hamm
klinik hohe mark,friedländerstraße 2,61440,oberursel
sankt marien-hospital buer gmbh,mühlenstr. 5-9,45894,gelsenkirchen
universitäres herz- und gefäßzentrum uke hamburg gmbh,martinistraße 52,20246,hamburg
elbe klinikum buxtehude,am krankenhaus 1,21614,buxtehude
borromäus hospital leer ggmbh,kirchstraße 61 - 67,26789,leer
sankt vincentius krankenhaus,holzstraße 4a,67346,speyer
krankenhaus winsen ( luhe ),friedrich-lichtenauer-allee 1,21423,winsen
st. hildegardis krankenhaus,bachemer straße 29-33,50931,köln
donau-ries klinik donauwörth,neudegger allee 6,86609,donauwörth
st. nikolaus-stiftshospital gmbh andernach,ernestus-platz 1,56626,andernach
st. josefs krankenhaus balserische stiftung,wilhelmstraße 7,35392,gießen
bezirkskrankenhaus landshut,prof.-buchner-str. 22,84034,landshut
katholisches krankenhaus hagen gem. gmbh -st. josefs-hospital-,dreieckstraße 17,58097,hagen
kmg klinikum luckenwalde,saarstr. 1,14943,luckenwalde
caritas-klinik dominikus,kurhausstraße 30,13467,berlin
klinikum niederlausitz gmbh,krankenhausstraße 10,01968,senftenberg
st. josefs-hospital cloppenburg,krankenhausstraße 13,49661,cloppenburg
st. elisabeth-krankenhaus,große str. 41,49477,ibbenbüren
ameos klinikum seepark geestland,langener str. 66,27607,geestland
schön klinik bad aibling se &amp; co. kg,kolbermoorer straße 72,83043,bad
"gemeinschaftsklinikum mittelrhein, st. elisabeth mayen",siegfriedstr. 20-22,56727,mayen
st. remigius krankenhaus opladen,an st. remigius  26,51379,leverkusen
"st. josef-krankenhaus, hamm bockum-hövel",albert-struck-strasse 1,59075,hamm-bockum-hovel
krankenhaus st. joseph-stift dresden gmbh,wintergartenstraße 15/17,01307,dresden
evangelisches krankenhaus ludwigsfelde teltow,albert-schweitzer-straße 40 - 44,14974,ludwigsfelde
krankenhaus bethel berlin,promenadenstrasse 3 - 5,12207,berlin
ev. diakonissenkrankenhaus leipzig ggmbh,gerorg-schwarz straße 49,04177,leipzig
asklepios fachkliniken münchen-gauting,robert-koch-allee 2,82131,gauting
ameos klinikum st. josef oberhausen,mülheimer straße 83,46045,oberhausen
stadtkrankenhaus korbach ggmbh,enser str. 19,34497,korbach
st. josefskrankenhaus heidelberg gmbh,landhausstraße 25,69115,heidelberg
rems-murr-klinik schorndorf,schlichtener straße 105,73614,schorndorf
klinik vincentinum gmbh &amp;amp; co. kg,franziskanergasse 12,86152,augsburg
katholisches kinderkrankenhaus wilhelmstift ggmbh,liliencronstraße 130,22149,hamburg
hochwaldkrankenhaus bad nauheim,chaumontplatz 1,61231,bad
st. josef hospital bad driburg,elmarstr. 38,33014,bad
helios klinik lutherstadt eisleben,hohetorstraße 25,06295,lutherstadt
bezirkskrankenhaus kaufbeuren,kemnaterstr. 16,87600,kaufbeuren
krh klinikum agnes karll laatzen,hildesheimer straße 158,30880,laatzen
caritas-klinik maria heimsuchung berlin-pankow,breite straße 46 / 47,13187,berlin
evangelisches krankenhaus mettmann gmbh,gartenstr. 4-8,40822,mettmann
martin-luther-krankenhaus ggmbh - voedestrasse,voedestr. 79,44866,bochum
ameos klinikum schönebeck,köthener str. 13,39218,schönebeck
ameos klinikum bernburg,kustrenaer straße 98,06406,bernburg
kliniken dr. erler ggmbh,kontumazgarten 4-19,90429,nürnberg
vestische kinder- und jugendklinik datteln - universität witten/herdecke,dr.-friedrich-steiner-straße 5,45711,datteln
krankenhaus st. elisabeth ggmbh,lindenstraße 3-7,49401,damme
asklepios klinik lich gmbh,goethestraße 4,35423,lich
marienhaus klinikum eifel - standort bitburg,krankenhausstraße 1,54634,bitburg
st. josefs-krankenhaus potsdam-sanssouci,allee nach sanssouci 7,14471,potsdam
westpfalz-klinikum gmbh - standort ii kusel,im flur 1,66869,kusel
hospital zum heiligen geist kempen gmbh &amp; co. kg,von-broichhausen-allee 1,47906,kempen
agaplesion ev. bathildiskrankenhaus gemeinnützige gmbh,maulbeerallee 4,31812,bad
universitätsmedizin essen ruhrlandklinik - westdeutsches lungenzentrum,tüschener str. 40,45239,essen
josephs-hospital warendorf,am krankenhaus 2,48231,warendorf
rku - universitäts- und rehabilitationskliniken ulm ggmbh,oberer eselsberg 45,89081,ulm
krankenhaus tauberbischofsheim,albert-schweitzer-straße 37,97941,tauberbischofsheim
kreiskrankenhaus st. franziskus saarburg gmbh,graf-siegfried-str. 115,54439,saarburg
agaplesion bethanien krankenhaus,im prüfling 21-25,60389,frankfurt
schwarzwald-baar klinikum villingen-schwenningen gmbh,sonnhaldenstraße 2,78166,donaueschingen
"kreiskliniken günzburg-krumbach, klinik günzburg",lindenallee 1,89312,günzburg
mkk krankenhaus bad oeynhausen,wielandstraße 28,32545,bad
pleißental-klinik gmbh,ronneburger straße 106,08412,werdau
helios klinik jerichower land,august-bebel-straße 55a,39288,burg
krankenhaus eichhof lauterbach,eichhofstraße 1,36341,lauterbach
"helios klinik leezen gmbh: akutbereich, enthalten sind nur die daten der patientinnen/patienten der besonderen einrichtung, ohne patientinnen/patienten aus dem reha-bereich",wittgensteiner platz  1,19067,leezen
krankenhaus leonberg,rutesheimer straße 50,71229,leonberg
